Country,Query,Status,Excluding AMP,Difference after excluding AMP,Match,Streamlined_Match,AMP Cited
Guatemala,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI provides wrong info,No,
Guatemala,6. What level of government quarantines?,No relevant documents identified,,,No - AI provides wrong info,No,
Guatemala,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,
Guatemala,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI provides wrong info,No,
Guinea,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Guinea,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Guinea,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Guinea,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Guinea,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Guinea,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Guinea,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Guinea,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Guinea Bissau,1. What law allows the government to isolate?,No relevant documents identified,,,No - human relying on out of date COVID law,No,
Guinea Bissau,2. What level of government isolates?,No relevant documents identified,,,No - human relying on out of date COVID law,No,
Guinea Bissau,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - human relying on out of date COVID law,No,
Guinea Bissau,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - human relying on out of date COVID law,No,
Guinea Bissau,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - human relying on out of date COVID law,No,
Guinea Bissau,6. What level of government quarantines?,No relevant documents identified,,,No - human relying on out of date COVID law,No,
Guinea Bissau,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - human relying on out of date COVID law,No,
Guinea Bissau,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - human relying on out of date COVID law,No,
Guyana,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Guyana,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Guyana,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Guyana,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Guyana,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Guyana,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Guyana,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Guyana,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Haiti,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Haiti,2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,
Haiti,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,No,
Haiti,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Haiti,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI provides wrong info,No,
Haiti,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,
Haiti,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Haiti,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Holy See (Vatican City),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Holy See (Vatican City),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Holy See (Vatican City),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Holy See (Vatican City),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Holy See (Vatican City),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Holy See (Vatican City),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Holy See (Vatican City),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Holy See (Vatican City),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Honduras,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Honduras,2. What level of government isolates?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Honduras,3. Isolation enforcement mechanisms?,No relevant documents identified,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
Honduras,4. Does the law limit isolation to a list?,No relevant documents identified,,,Yes,Yes,
Honduras,5. Allow for to isolation of contacts?,No relevant documents identified,,,Yes,Yes,
Honduras,6. What level of government quarantines?,No relevant documents identified,,,Yes,Yes,
Honduras,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,
Honduras,8. Does the law limit quarantine to a list?,No relevant documents identified,,,Yes,Yes,
Hungary,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Hungary,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Hungary,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI misses info found by human,Yes,
Hungary,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Hungary,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Hungary,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Hungary,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Hungary,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Iceland,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Iceland,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Iceland,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Iceland,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Iceland,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Iceland,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Iceland,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Iceland,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
India,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
India,2. What level of government isolates?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
India,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
India,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
India,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
India,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
India,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
India,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Indonesia,1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Indonesia,2. What level of government isolates?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Indonesia,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Indonesia,4. Does the law limit isolation to a list?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Indonesia,5. Allow for to isolation of contacts?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Indonesia,6. What level of government quarantines?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Indonesia,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Indonesia,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Iran (Islamic Republic of),1. What law allows the government to isolate?,New document identified - suggest including,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,
Iran (Islamic Republic of),2. What level of government isolates?,New document identified - suggest including,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,
Iran (Islamic Republic of),3. Isolation enforcement mechanisms?,New document identified - suggest including,,,No - AI misses info found by human,No,
Iran (Islamic Republic of),4. Does the law limit isolation to a list?,New document identified - suggest including,,,No - AI misses info found by human,No,
Iran (Islamic Republic of),5. Allow for to isolation of contacts?,New document identified - suggest including,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
Iran (Islamic Republic of),6. What level of government quarantines?,New document identified - suggest including,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
Iran (Islamic Republic of),7. Quarantine enforcement mechanisms?,New document identified - suggest including,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
Iran (Islamic Republic of),8. Does the law limit quarantine to a list?,New document identified - suggest including,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
Iraq,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Iraq,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Iraq,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Iraq,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Iraq,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Iraq,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Iraq,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Iraq,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Ireland,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Ireland,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Ireland,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Ireland,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Ireland,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Ireland,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Ireland,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Ireland,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Israel,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Israel,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Israel,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Israel,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Israel,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Israel,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Israel,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Israel,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Italy,1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,
Italy,2. What level of government isolates?,New document identified - suggest excluding,,,No - AI misses info found by human,No,
Italy,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Italy,4. Does the law limit isolation to a list?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Italy,5. Allow for to isolation of contacts?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Italy,6. What level of government quarantines?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
